Date,Open,High,Low,Close,Adj Close,Volume
2021-06-17,91.739998,91.750000,87.059998,87.910004,86.070000,11131600
2021-06-18,86.389999,86.900002,83.910004,84.089996,82.329948,22453900
2021-06-21,84.570000,86.449997,84.220001,85.940002,84.141228,10672700
2021-06-22,85.860001,86.220001,84.980003,85.699997,83.906250,9664100
2021-06-23,86.040001,86.320000,85.570000,85.870003,84.072701,7139000
2021-06-24,86.459999,87.389999,85.839996,87.080002,85.257370,7953500
2021-06-25,87.529999,88.620003,86.720001,88.400002,86.549736,11139000
2021-06-28,88.059998,88.199997,86.430000,87.699997,85.864380,6174600
2021-06-29,91.089996,91.629997,89.779999,90.639999,88.742851,15413700
2021-06-30,90.169998,91.910004,90.129997,91.690002,89.770874,9780300
2021-07-01,91.919998,92.230003,91.050003,92.019997,90.093964,6792200
2021-07-02,91.900002,92.080002,91.330002,92.029999,90.103760,4818000
2021-07-06,91.750000,91.889999,89.660004,90.209999,88.321854,6701200
2021-07-07,89.639999,90.459999,88.570000,90.029999,88.145622,6771600
2021-07-08,88.099998,88.639999,86.949997,87.639999,85.805641,8778800
2021-07-09,89.360001,90.620003,88.610001,90.330002,88.439339,7306500
2021-07-12,90.239998,93.519997,89.760002,92.750000,90.808685,11951100
2021-07-13,92.470001,93.529999,91.739998,93.209999,91.259064,12280100
2021-07-14,93.120003,93.830002,91.440002,92.459999,90.524750,12572000
2021-07-15,91.360001,94.059998,91.300003,92.629997,90.691193,12465900
2021-07-16,93.150002,93.419998,91.099998,91.250000,89.340088,12595400
2021-07-19,89.510002,89.690002,87.580002,89.349998,87.479851,14043000
2021-07-20,89.139999,93.599998,89.000000,92.320000,90.387695,11522300
2021-07-21,93.239998,96.050003,93.180000,95.680000,93.677361,14116900
2021-07-22,95.419998,96.230003,94.839996,95.570000,93.569664,9235300
2021-07-23,96.279999,97.169998,94.190002,94.550003,92.571014,13222800
2021-07-26,94.370003,96.660004,94.349998,96.540001,94.519363,11420600
2021-07-27,95.879997,97.050003,95.519997,96.480003,94.460617,8972900
2021-07-28,96.510002,96.889999,95.550003,96.070000,94.059196,10054000
2021-07-29,96.160004,96.849998,95.529999,96.279999,94.956688,9016200
2021-07-30,95.940002,97.209999,95.529999,95.980003,94.660820,8320800
2021-08-02,96.720001,98.400002,95.980003,96.230003,94.907379,9409600
2021-08-03,96.750000,97.029999,94.830002,96.599998,95.272293,7044800
2021-08-04,95.769997,97.540001,95.559998,96.290001,94.966553,7137500
2021-08-05,96.839996,97.930000,96.839996,97.830002,96.485390,5675000
2021-08-06,98.629997,99.980003,98.290001,99.730003,98.359276,9317900
2021-08-09,99.570000,100.989998,98.970001,100.739998,99.355392,8297700
2021-08-10,100.739998,102.930000,100.589996,102.040001,100.637527,8490500
2021-08-11,102.279999,103.930000,101.849998,103.879997,102.452232,8793200
2021-08-12,103.529999,104.720001,103.510002,104.669998,103.231369,6302100
2021-08-13,104.500000,104.769997,102.690002,103.940002,102.511414,8312200
2021-08-16,103.209999,103.820000,102.190002,103.720001,102.294434,6540300
2021-08-17,102.809998,103.849998,101.599998,102.870003,101.456123,6492900
2021-08-18,102.379997,103.059998,101.120003,101.260002,99.868248,7839800
2021-08-19,99.550003,100.750000,98.709999,99.730003,98.359276,10644700
2021-08-20,99.790001,101.019997,99.510002,100.660004,99.276497,6496900
2021-08-23,101.989998,102.879997,101.720001,102.160004,100.755875,5430700
2021-08-24,102.690002,103.440002,102.529999,103.089996,101.673096,5339700
2021-08-25,103.269997,104.970001,103.040001,104.089996,102.659348,5612100
2021-08-26,104.639999,105.650002,103.669998,103.839996,102.412781,6882800
2021-08-27,103.889999,105.470001,103.680000,105.449997,104.000656,5900600
2021-08-30,105.629997,105.809998,103.879997,104.089996,102.659348,6459700
2021-08-31,104.269997,104.709999,103.370003,104.430000,102.994682,7215100
2021-09-01,104.540001,105.080002,103.570000,104.309998,102.876328,5762400
2021-09-02,105.010002,105.510002,104.360001,104.830002,103.389175,5708400
2021-09-03,104.739998,105.330002,103.769997,104.250000,102.817154,7195400
2021-09-07,104.080002,105.370003,104.070000,104.180000,102.748116,6792100
2021-09-08,103.849998,104.570000,103.070000,103.570000,102.146492,5601000
2021-09-09,103.349998,105.230003,103.300003,103.839996,102.412781,6145700
2021-09-10,104.430000,104.790001,103.209999,103.620003,102.195808,5958600
2021-09-13,103.839996,104.519997,103.220001,104.400002,102.965096,6112200
2021-09-14,104.349998,105.400002,101.660004,101.910004,100.509315,8400600
2021-09-15,102.160004,103.339996,101.809998,103.040001,101.623787,6691900
2021-09-16,103.510002,104.169998,101.750000,102.470001,101.061615,5881600
2021-09-17,102.129997,103.889999,101.410004,101.750000,100.351509,17485600
2021-09-20,98.750000,99.250000,96.870003,98.629997,97.274391,15443800
2021-09-21,99.430000,99.730003,97.949997,98.300003,96.948936,8985600
2021-09-22,99.430000,101.820000,99.430000,100.800003,99.414574,9497700
2021-09-23,101.760002,103.989998,101.599998,103.550003,102.126770,6087900
2021-09-24,103.389999,104.129997,102.809998,102.910004,101.495575,5529300
2021-09-27,103.849998,105.760002,103.830002,105.099998,103.655464,8195200
2021-09-28,104.269997,105.949997,101.720001,102.040001,100.637527,14183500
2021-09-29,101.080002,101.610001,99.110001,99.550003,98.181755,11543000
2021-09-30,100.230003,100.379997,96.250000,97.309998,95.972534,12258400
2021-10-01,97.930000,99.910004,97.059998,99.050003,97.688622,7912700
2021-10-04,99.050003,100.510002,96.970001,97.150002,95.814735,9482100
2021-10-05,98.220001,99.730003,97.470001,99.199997,97.836555,8850300
2021-10-06,98.220001,99.459999,97.220001,99.099998,97.737930,6912700
2021-10-07,100.559998,100.919998,98.690002,98.800003,97.442055,7959600
2021-10-08,99.019997,100.690002,98.389999,100.040001,98.665016,5301100
2021-10-11,100.080002,100.680000,97.209999,97.290001,95.952812,7003900
2021-10-12,97.290001,98.720001,96.690002,97.779999,96.436073,7913300
2021-10-13,98.120003,99.180000,96.680000,98.570000,97.215218,10170900
2021-10-14,101.220001,101.580002,97.809998,101.010002,99.621681,14766800
2021-10-15,102.459999,103.220001,101.849998,102.139999,100.736145,11678100
2021-10-18,101.760002,103.940002,100.550003,101.410004,100.016190,8924300
2021-10-19,101.550003,102.449997,101.300003,101.750000,100.351509,6189500
2021-10-20,101.080002,101.919998,99.930000,100.660004,99.276497,7426900
2021-10-21,100.360001,101.750000,99.570000,100.279999,98.901711,5931400
2021-10-22,100.739998,102.239998,100.570000,101.800003,100.400826,6761500
2021-10-25,102.300003,102.739998,101.660004,101.910004,100.509315,3836000
2021-10-26,102.120003,103.980003,101.690002,103.470001,102.047867,7649500
2021-10-27,102.970001,103.839996,101.830002,101.870003,100.469864,7542400
2021-10-28,101.889999,102.629997,100.800003,102.500000,101.790657,6663000
2021-10-29,102.110001,103.309998,101.930000,102.779999,102.068718,8056900
2021-11-01,103.889999,104.330002,102.690002,104.000000,103.280281,5432400
2021-11-02,103.930000,105.339996,103.370003,104.660004,103.935715,7191700
2021-11-03,104.389999,104.730003,101.879997,102.610001,101.899902,9009000
2021-11-04,102.230003,102.309998,98.169998,99.790001,99.099411,14823800
2021-11-05,101.330002,101.980003,99.730003,99.870003,99.178864,8449600
2021-11-08,100.459999,101.800003,99.970001,100.070000,99.377472,7332000
2021-11-09,99.459999,100.309998,98.279999,99.709999,99.019966,8756900
2021-11-10,98.739998,99.620003,97.720001,97.769997,97.093391,9191500
2021-11-11,98.040001,99.309998,97.470001,98.879997,98.195709,6249600
2021-11-12,99.209999,99.889999,98.050003,99.849998,99.158997,7270300
2021-11-15,100.029999,100.800003,99.959999,100.209999,99.516502,5652200
2021-11-16,100.000000,101.559998,99.510002,100.690002,99.993187,6448500
2021-11-17,100.510002,100.629997,97.349998,97.680000,97.004013,9670700
2021-11-18,97.930000,98.260002,96.489998,97.680000,97.004013,6850200
2021-11-19,96.220001,97.879997,94.949997,96.910004,96.239349,9923400
2021-11-22,98.290001,100.529999,97.820000,99.320000,98.632668,10430400
2021-11-23,100.309998,102.129997,100.180000,101.860001,101.155090,8559200
2021-11-24,101.839996,102.230003,100.110001,101.120003,100.420212,7146400
2021-11-26,98.050003,98.160004,95.870003,97.930000,97.252289,11738200
2021-11-29,99.040001,99.599998,95.959999,97.230003,96.557137,13793400
2021-11-30,96.430000,96.500000,93.879997,94.820000,94.163811,20586200
2021-12-01,96.980003,98.610001,95.260002,95.260002,94.600761,11708200
2021-12-02,96.000000,99.750000,95.300003,98.860001,98.175850,10685800
2021-12-03,100.040001,100.870003,96.849998,98.209999,97.530350,9811800
2021-12-06,100.000000,100.709999,98.800003,99.269997,98.583008,9624500
2021-12-07,100.370003,103.110001,100.339996,102.500000,101.790657,10674400
2021-12-08,102.660004,103.160004,101.230003,101.250000,100.549309,9089700
2021-12-09,100.769997,101.820000,100.250000,100.580002,99.883949,7749600
2021-12-10,100.940002,101.260002,98.379997,98.430000,97.748825,10429000
2021-12-13,98.150002,98.199997,96.800003,97.169998,96.497543,10057100
2021-12-14,96.750000,99.440002,96.570000,98.820000,98.136124,11105900
2021-12-15,99.120003,99.830002,97.129997,99.430000,98.741905,7055000
2021-12-16,101.290001,101.419998,99.660004,100.300003,99.605888,7889900
2021-12-17,99.470001,99.519997,96.809998,97.129997,96.457817,20851400
2021-12-20,95.610001,95.889999,94.209999,95.370003,94.710007,11931400
2021-12-21,96.180000,98.510002,96.070000,97.769997,97.093391,8235100
2021-12-22,97.690002,98.680000,97.459999,98.300003,97.619728,4798400
2021-12-23,99.010002,99.970001,98.769997,99.339996,98.652527,4482200
2021-12-27,99.720001,100.529999,99.110001,100.400002,99.705193,4196000
2021-12-28,100.599998,101.000000,99.580002,99.970001,99.278168,4269700
2021-12-29,100.050003,100.510002,98.690002,98.730003,98.046753,6923100
2021-12-30,98.860001,99.970001,98.720001,98.800003,98.116264,3564900
2021-12-31,98.730003,99.209999,97.480003,98.160004,97.480698,5124800
2022-01-03,99.330002,101.400002,99.300003,100.190002,99.496651,8481900
2022-01-04,102.000000,104.680000,101.980003,104.260002,103.538483,8967000
2022-01-05,103.699997,105.029999,101.570000,101.680000,100.976334,10288800
2022-01-06,104.120003,104.209999,100.620003,103.419998,102.704292,10059200
2022-01-07,103.510002,104.529999,102.930000,104.050003,103.329933,6128400
2022-01-10,104.720001,105.099998,102.830002,104.129997,103.409378,8904900
2022-01-11,104.160004,106.089996,103.580002,105.919998,105.186989,7320200
2022-01-12,106.050003,106.470001,102.349998,103.050003,102.336853,10855200
2022-01-13,103.430000,104.349998,102.139999,102.550003,101.840317,6267700
2022-01-14,99.750000,100.470001,97.389999,98.879997,98.195709,16724900
2022-01-18,95.930000,96.440002,92.940002,94.010002,93.359413,21803100
2022-01-19,98.010002,98.250000,94.959999,95.730003,95.067513,19716100
2022-01-20,96.599998,101.959999,96.599998,99.830002,99.139137,22637600
2022-01-21,98.139999,99.559998,96.349998,98.860001,98.175850,22568300
2022-01-24,96.019997,98.320000,93.680000,98.080002,97.401253,19527300
2022-01-25,96.580002,99.830002,95.010002,99.040001,98.354607,16060700
2022-01-26,100.150002,101.750000,98.900002,100.169998,99.476784,13344400
2022-01-27,101.309998,102.230003,99.660004,101.150002,100.450005,17843100
2022-01-28,99.099998,101.919998,98.150002,101.800003,101.800003,14044800
2022-01-31,100.970001,102.739998,100.279999,102.540001,102.540001,8467000
2022-02-01,102.959999,104.099998,102.239998,103.949997,103.949997,7885700
2022-02-02,103.800003,104.300003,102.300003,103.919998,103.919998,9596300
2022-02-03,103.669998,104.099998,102.129997,102.290001,102.290001,5986500
2022-02-04,102.150002,105.019997,102.070000,104.110001,104.110001,7881800
2022-02-07,104.050003,106.180000,103.639999,105.180000,105.180000,9129000
2022-02-08,105.970001,107.320000,105.320000,106.349998,106.349998,9249000
2022-02-09,106.930000,109.080002,106.849998,108.730003,108.730003,11054300
2022-02-10,108.190002,109.730003,107.150002,107.570000,107.570000,8116200
2022-02-11,107.000000,108.389999,103.820000,104.570000,104.570000,9755900
2022-02-14,104.029999,104.500000,101.599998,102.570000,102.570000,11110300
2022-02-15,103.519997,104.349998,102.120003,103.430000,103.430000,6714100
2022-02-16,102.500000,103.040001,100.669998,101.150002,101.150002,10190700
2022-02-17,100.019997,100.209999,95.889999,96.150002,96.150002,15620300
2022-02-18,95.260002,96.040001,93.110001,95.419998,95.419998,16321800
2022-02-22,94.680000,96.769997,93.900002,94.750000,94.750000,9143700
2022-02-23,95.699997,95.720001,93.080002,93.550003,93.550003,8722200
2022-02-24,89.849998,92.180000,88.529999,91.809998,91.809998,18518000
2022-02-25,92.070000,94.699997,91.629997,94.550003,94.550003,9717400
2022-02-28,91.589996,92.220001,89.919998,90.739998,90.739998,17955100
2022-03-01,90.000000,90.000000,86.489998,87.629997,87.629997,18341800
2022-03-02,88.059998,89.279999,87.019997,88.379997,88.379997,18007500
2022-03-03,89.680000,90.250000,87.070000,87.779999,87.779999,12197100
2022-03-04,86.199997,86.900002,84.760002,86.360001,86.360001,11950700
2022-03-07,85.029999,86.080002,83.419998,83.449997,83.449997,12680900
2022-03-08,83.629997,85.750000,81.970001,83.309998,83.309998,11641200
2022-03-09,86.239998,88.989998,86.099998,87.400002,87.400002,12994600
2022-03-10,85.769997,87.800003,85.010002,85.860001,85.860001,11351600
2022-03-11,87.120003,87.760002,85.080002,85.180000,85.180000,8568100
2022-03-14,85.849998,86.709999,84.470001,84.720001,84.720001,8280700
2022-03-15,85.449997,86.699997,84.580002,86.330002,86.330002,8672400
2022-03-16,88.010002,92.349998,88.000000,91.760002,91.760002,17635900
2022-03-17,90.199997,94.190002,89.919998,93.860001,93.860001,15156800
2022-03-18,93.480003,94.900002,92.419998,94.820000,94.820000,16325400
2022-03-21,94.720001,94.910004,92.209999,92.610001,92.610001,8568700
2022-03-22,93.160004,94.599998,92.870003,94.220001,94.220001,7565100
2022-03-23,93.410004,94.000000,91.889999,92.379997,92.379997,7465400
2022-03-24,92.550003,93.099998,91.849998,92.129997,92.129997,6488300
2022-03-25,92.480003,93.970001,91.989998,92.379997,92.379997,6592800
2022-03-28,92.279999,92.300003,90.139999,91.269997,91.269997,8680800
2022-03-29,93.389999,93.389999,91.050003,91.839996,91.839996,7431600
2022-03-30,91.860001,91.940002,89.760002,90.269997,90.269997,7289800
2022-03-31,89.720001,90.190002,87.400002,87.400002,87.400002,8422700
2022-04-01,88.139999,88.529999,85.910004,86.989998,86.989998,8190600
2022-04-04,86.540001,87.570000,85.809998,87.279999,87.279999,8098900
2022-04-05,86.550003,86.830002,84.940002,85.279999,85.279999,11587400
2022-04-06,84.720001,84.809998,82.750000,83.129997,83.129997,10493200
2022-04-07,82.879997,83.610001,81.400002,83.129997,83.129997,11902900
2022-04-08,83.529999,84.769997,82.959999,84.059998,84.059998,6935400
2022-04-11,83.580002,85.820000,83.019997,84.019997,84.019997,8290400
2022-04-12,83.760002,85.980003,83.540001,83.930000,83.930000,8057300
2022-04-13,82.930000,84.250000,82.779999,84.129997,84.129997,8760300
2022-04-14,86.010002,87.900002,84.589996,84.760002,84.760002,16341500
2022-04-18,84.389999,87.180000,84.320000,86.480003,86.480003,7897500
2022-04-19,87.010002,89.110001,86.919998,88.910004,88.910004,12637700
2022-04-20,89.610001,91.580002,89.610001,90.610001,90.610001,11828400
2022-04-21,91.529999,92.930000,88.709999,88.910004,88.910004,9563900
2022-04-22,88.120003,88.209999,84.629997,84.739998,84.739998,11453200
